43,"[9, 8, 7, 3, 4, 2, 6, 5, 0, 1]",262.174,F
16,"[3, 4, 2, 6, 5, 0, 1, 9, 8, 7]",262.174,R
30,"[1, 9, 8, 7, 3, 4, 2, 6, 5, 0]",262.174,R
34,"[0, 1, 9, 8, 7, 3, 4, 2, 6, 5]",262.174,R
1,"[9, 1, 0, 5, 6, 2, 4, 3, 7, 8]",262.174,R
348,"[4, 3, 7, 8, 9, 1, 0, 5, 6, 2]",262.174,R
13,"[8, 7, 3, 4, 2, 6, 5, 0, 1, 9]",262.174,R
43,"[4, 2, 6, 5, 0, 1, 9, 8, 7, 3]",262.174,R
39,"[5, 0, 1, 9, 8, 7, 3, 4, 2, 6]",262.174,F
6,"[4, 2, 6, 5, 0, 1, 9, 8, 7, 3]",262.174,R
53,"[2, 6, 5, 0, 1, 9, 8, 7, 3, 4]",262.174,F
16,"[4, 3, 7, 8, 9, 1, 0, 5, 6, 2]",262.174,R
24,"[5, 6, 2, 4, 3, 7, 8, 9, 1, 0]",262.174,R
20,"[6, 2, 4, 3, 7, 8, 9, 1, 0, 5]",262.174,R
